trial_index,scenario_id,choice,outcome,ev_chosen,ev_optimal,optimal_choice,is_optimal,cumulative_pnl,current_streak,frame,agent_id,agent_type,trial,epsilon
50.0,11a749e7,safe,30.0,30.0,40.0,risky,False,2040.0,1.0,neutral,fatigued_013,fatigued,,
51.0,951c249d,safe,20.0,20.0,32.5,risky,False,2060.0,2.0,neutral,fatigued_013,fatigued,,
52.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,2140.0,3.0,neutral,fatigued_013,fatigued,,
53.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,2150.0,4.0,neutral,fatigued_013,fatigued,,
54.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,2120.0,-1.0,neutral,fatigued_013,fatigued,,
55.0,11a749e7,safe,30.0,30.0,40.0,risky,False,2150.0,1.0,neutral,fatigued_013,fatigued,,
56.0,951c249d,safe,20.0,20.0,32.5,risky,False,2170.0,2.0,neutral,fatigued_013,fatigued,,
57.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,2250.0,3.0,neutral,fatigued_013,fatigued,,
58.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,2260.0,4.0,neutral,fatigued_013,fatigued,,
59.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,2230.0,-1.0,neutral,fatigued_013,fatigued,,
0.0,11a749e7,safe,30.0,30.0,40.0,risky,False,30.0,1.0,neutral,fatigued_014,fatigued,,
1.0,951c249d,risky,500.0,32.5,32.5,risky,True,530.0,2.0,neutral,fatigued_014,fatigued,,
2.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,610.0,3.0,neutral,fatigued_014,fatigued,,
3.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,620.0,4.0,neutral,fatigued_014,fatigued,,
4.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,590.0,-1.0,neutral,fatigued_014,fatigued,,
5.0,11a749e7,safe,30.0,30.0,40.0,risky,False,620.0,1.0,neutral,fatigued_014,fatigued,,
6.0,951c249d,safe,20.0,20.0,32.5,risky,False,640.0,2.0,neutral,fatigued_014,fatigued,,
7.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,720.0,3.0,neutral,fatigued_014,fatigued,,
8.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,730.0,4.0,neutral,fatigued_014,fatigued,,
9.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,700.0,-1.0,neutral,fatigued_014,fatigued,,
10.0,11a749e7,safe,30.0,30.0,40.0,risky,False,730.0,1.0,neutral,fatigued_014,fatigued,,
11.0,951c249d,safe,20.0,20.0,32.5,risky,False,750.0,2.0,neutral,fatigued_014,fatigued,,
12.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,830.0,3.0,neutral,fatigued_014,fatigued,,
13.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,840.0,4.0,neutral,fatigued_014,fatigued,,
14.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,810.0,-1.0,neutral,fatigued_014,fatigued,,
15.0,11a749e7,safe,30.0,30.0,40.0,risky,False,840.0,1.0,neutral,fatigued_014,fatigued,,
16.0,951c249d,safe,20.0,20.0,32.5,risky,False,860.0,2.0,neutral,fatigued_014,fatigued,,
17.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,960.0,3.0,neutral,fatigued_014,fatigued,,
18.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,970.0,4.0,neutral,fatigued_014,fatigued,,
19.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,940.0,-1.0,neutral,fatigued_014,fatigued,,
20.0,11a749e7,risky,100.0,40.0,40.0,risky,True,1040.0,1.0,neutral,fatigued_014,fatigued,,
21.0,951c249d,risky,-50.0,32.5,32.5,risky,True,990.0,-1.0,neutral,fatigued_014,fatigued,,
22.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1070.0,1.0,neutral,fatigued_014,fatigued,,
23.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1080.0,2.0,neutral,fatigued_014,fatigued,,
24.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1050.0,-1.0,neutral,fatigued_014,fatigued,,
25.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1080.0,1.0,neutral,fatigued_014,fatigued,,
26.0,951c249d,safe,20.0,20.0,32.5,risky,False,1100.0,2.0,neutral,fatigued_014,fatigued,,
27.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1180.0,3.0,neutral,fatigued_014,fatigued,,
28.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1190.0,4.0,neutral,fatigued_014,fatigued,,
29.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1160.0,-1.0,neutral,fatigued_014,fatigued,,
30.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,1140.0,-2.0,neutral,fatigued_014,fatigued,,
31.0,951c249d,safe,20.0,20.0,32.5,risky,False,1160.0,1.0,neutral,fatigued_014,fatigued,,
32.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1240.0,2.0,neutral,fatigued_014,fatigued,,
33.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1250.0,3.0,neutral,fatigued_014,fatigued,,
34.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1220.0,-1.0,neutral,fatigued_014,fatigued,,
35.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1250.0,1.0,neutral,fatigued_014,fatigued,,
36.0,951c249d,safe,20.0,20.0,32.5,risky,False,1270.0,2.0,neutral,fatigued_014,fatigued,,
37.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1350.0,3.0,neutral,fatigued_014,fatigued,,
38.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1360.0,4.0,neutral,fatigued_014,fatigued,,
39.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1330.0,-1.0,neutral,fatigued_014,fatigued,,
40.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1360.0,1.0,neutral,fatigued_014,fatigued,,
41.0,951c249d,safe,20.0,20.0,32.5,risky,False,1380.0,2.0,neutral,fatigued_014,fatigued,,
42.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1460.0,3.0,neutral,fatigued_014,fatigued,,
43.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1470.0,4.0,neutral,fatigued_014,fatigued,,
44.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1440.0,-1.0,neutral,fatigued_014,fatigued,,
45.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,1420.0,-2.0,neutral,fatigued_014,fatigued,,
46.0,951c249d,safe,20.0,20.0,32.5,risky,False,1440.0,1.0,neutral,fatigued_014,fatigued,,
47.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1520.0,2.0,neutral,fatigued_014,fatigued,,
48.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1530.0,3.0,neutral,fatigued_014,fatigued,,
49.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1500.0,-1.0,neutral,fatigued_014,fatigued,,
50.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1530.0,1.0,neutral,fatigued_014,fatigued,,
51.0,951c249d,safe,20.0,20.0,32.5,risky,False,1550.0,2.0,neutral,fatigued_014,fatigued,,
52.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1630.0,3.0,neutral,fatigued_014,fatigued,,
53.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1640.0,4.0,neutral,fatigued_014,fatigued,,
54.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1610.0,-1.0,neutral,fatigued_014,fatigued,,
55.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1640.0,1.0,neutral,fatigued_014,fatigued,,
56.0,951c249d,safe,20.0,20.0,32.5,risky,False,1660.0,2.0,neutral,fatigued_014,fatigued,,
57.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1740.0,3.0,neutral,fatigued_014,fatigued,,
58.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1750.0,4.0,neutral,fatigued_014,fatigued,,
59.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1720.0,-1.0,neutral,fatigued_014,fatigued,,
0.0,11a749e7,safe,30.0,30.0,40.0,risky,False,30.0,1.0,neutral,fatigued_015,fatigued,,
1.0,951c249d,risky,-50.0,32.5,32.5,risky,True,-20.0,-1.0,neutral,fatigued_015,fatigued,,
2.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,80.0,1.0,neutral,fatigued_015,fatigued,,
3.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,90.0,2.0,neutral,fatigued_015,fatigued,,
4.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,60.0,-1.0,neutral,fatigued_015,fatigued,,
5.0,11a749e7,safe,30.0,30.0,40.0,risky,False,90.0,1.0,neutral,fatigued_015,fatigued,,
6.0,951c249d,safe,20.0,20.0,32.5,risky,False,110.0,2.0,neutral,fatigued_015,fatigued,,
7.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,190.0,3.0,neutral,fatigued_015,fatigued,,
8.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,200.0,4.0,neutral,fatigued_015,fatigued,,
9.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,170.0,-1.0,neutral,fatigued_015,fatigued,,
10.0,11a749e7,risky,100.0,40.0,40.0,risky,True,270.0,1.0,neutral,fatigued_015,fatigued,,
11.0,951c249d,safe,20.0,20.0,32.5,risky,False,290.0,2.0,neutral,fatigued_015,fatigued,,
12.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,370.0,3.0,neutral,fatigued_015,fatigued,,
13.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,380.0,4.0,neutral,fatigued_015,fatigued,,
14.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,350.0,-1.0,neutral,fatigued_015,fatigued,,
15.0,11a749e7,safe,30.0,30.0,40.0,risky,False,380.0,1.0,neutral,fatigued_015,fatigued,,
16.0,951c249d,risky,-50.0,32.5,32.5,risky,True,330.0,-1.0,neutral,fatigued_015,fatigued,,
17.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,410.0,1.0,neutral,fatigued_015,fatigued,,
18.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,420.0,2.0,neutral,fatigued_015,fatigued,,
19.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,390.0,-1.0,neutral,fatigued_015,fatigued,,
20.0,11a749e7,safe,30.0,30.0,40.0,risky,False,420.0,1.0,neutral,fatigued_015,fatigued,,
21.0,951c249d,safe,20.0,20.0,32.5,risky,False,440.0,2.0,neutral,fatigued_015,fatigued,,
22.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,540.0,3.0,neutral,fatigued_015,fatigued,,
23.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,550.0,4.0,neutral,fatigued_015,fatigued,,
24.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,520.0,-1.0,neutral,fatigued_015,fatigued,,
25.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,500.0,-2.0,neutral,fatigued_015,fatigued,,
26.0,951c249d,safe,20.0,20.0,32.5,risky,False,520.0,1.0,neutral,fatigued_015,fatigued,,
27.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,600.0,2.0,neutral,fatigued_015,fatigued,,
28.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,610.0,3.0,neutral,fatigued_015,fatigued,,
29.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,580.0,-1.0,neutral,fatigued_015,fatigued,,
30.0,11a749e7,safe,30.0,30.0,40.0,risky,False,610.0,1.0,neutral,fatigued_015,fatigued,,
31.0,951c249d,safe,20.0,20.0,32.5,risky,False,630.0,2.0,neutral,fatigued_015,fatigued,,
32.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,710.0,3.0,neutral,fatigued_015,fatigued,,
33.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,720.0,4.0,neutral,fatigued_015,fatigued,,
34.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,690.0,-1.0,neutral,fatigued_015,fatigued,,
35.0,11a749e7,safe,30.0,30.0,40.0,risky,False,720.0,1.0,neutral,fatigued_015,fatigued,,
36.0,951c249d,safe,20.0,20.0,32.5,risky,False,740.0,2.0,neutral,fatigued_015,fatigued,,
37.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,820.0,3.0,neutral,fatigued_015,fatigued,,
38.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,830.0,4.0,neutral,fatigued_015,fatigued,,
39.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,800.0,-1.0,neutral,fatigued_015,fatigued,,
40.0,11a749e7,safe,30.0,30.0,40.0,risky,False,830.0,1.0,neutral,fatigued_015,fatigued,,
41.0,951c249d,safe,20.0,20.0,32.5,risky,False,850.0,2.0,neutral,fatigued_015,fatigued,,
42.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,950.0,3.0,neutral,fatigued_015,fatigued,,
43.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,960.0,4.0,neutral,fatigued_015,fatigued,,
44.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,930.0,-1.0,neutral,fatigued_015,fatigued,,
45.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,910.0,-2.0,neutral,fatigued_015,fatigued,,
46.0,951c249d,safe,20.0,20.0,32.5,risky,False,930.0,1.0,neutral,fatigued_015,fatigued,,
47.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1010.0,2.0,neutral,fatigued_015,fatigued,,
48.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1020.0,3.0,neutral,fatigued_015,fatigued,,
49.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,990.0,-1.0,neutral,fatigued_015,fatigued,,
50.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1020.0,1.0,neutral,fatigued_015,fatigued,,
51.0,951c249d,safe,20.0,20.0,32.5,risky,False,1040.0,2.0,neutral,fatigued_015,fatigued,,
52.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1120.0,3.0,neutral,fatigued_015,fatigued,,
53.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1130.0,4.0,neutral,fatigued_015,fatigued,,
54.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1100.0,-1.0,neutral,fatigued_015,fatigued,,
55.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1130.0,1.0,neutral,fatigued_015,fatigued,,
56.0,951c249d,safe,20.0,20.0,32.5,risky,False,1150.0,2.0,neutral,fatigued_015,fatigued,,
57.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1230.0,3.0,neutral,fatigued_015,fatigued,,
58.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1240.0,4.0,neutral,fatigued_015,fatigued,,
59.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1210.0,-1.0,neutral,fatigued_015,fatigued,,
0.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1.0,neutral,fatigued_016,fatigued,,
1.0,951c249d,safe,20.0,20.0,32.5,risky,False,0.0,1.0,neutral,fatigued_016,fatigued,,
2.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,100.0,2.0,neutral,fatigued_016,fatigued,,
3.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,110.0,3.0,neutral,fatigued_016,fatigued,,
4.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,80.0,-1.0,neutral,fatigued_016,fatigued,,
5.0,11a749e7,risky,100.0,40.0,40.0,risky,True,180.0,1.0,neutral,fatigued_016,fatigued,,
6.0,951c249d,safe,20.0,20.0,32.5,risky,False,200.0,2.0,neutral,fatigued_016,fatigued,,
7.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,300.0,3.0,neutral,fatigued_016,fatigued,,
8.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,310.0,4.0,neutral,fatigued_016,fatigued,,
9.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,280.0,-1.0,neutral,fatigued_016,fatigued,,
10.0,11a749e7,safe,30.0,30.0,40.0,risky,False,310.0,1.0,neutral,fatigued_016,fatigued,,
11.0,951c249d,safe,20.0,20.0,32.5,risky,False,330.0,2.0,neutral,fatigued_016,fatigued,,
12.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,410.0,3.0,neutral,fatigued_016,fatigued,,
13.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,420.0,4.0,neutral,fatigued_016,fatigued,,
14.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,390.0,-1.0,neutral,fatigued_016,fatigued,,
15.0,11a749e7,safe,30.0,30.0,40.0,risky,False,420.0,1.0,neutral,fatigued_016,fatigued,,
16.0,951c249d,risky,-50.0,32.5,32.5,risky,True,370.0,-1.0,neutral,fatigued_016,fatigued,,
17.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,450.0,1.0,neutral,fatigued_016,fatigued,,
18.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,460.0,2.0,neutral,fatigued_016,fatigued,,
19.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,430.0,-1.0,neutral,fatigued_016,fatigued,,
20.0,11a749e7,safe,30.0,30.0,40.0,risky,False,460.0,1.0,neutral,fatigued_016,fatigued,,
21.0,951c249d,safe,20.0,20.0,32.5,risky,False,480.0,2.0,neutral,fatigued_016,fatigued,,
22.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,560.0,3.0,neutral,fatigued_016,fatigued,,
23.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,570.0,4.0,neutral,fatigued_016,fatigued,,
24.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,540.0,-1.0,neutral,fatigued_016,fatigued,,
25.0,11a749e7,risky,100.0,40.0,40.0,risky,True,640.0,1.0,neutral,fatigued_016,fatigued,,
26.0,951c249d,safe,20.0,20.0,32.5,risky,False,660.0,2.0,neutral,fatigued_016,fatigued,,
27.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,740.0,3.0,neutral,fatigued_016,fatigued,,
28.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,750.0,4.0,neutral,fatigued_016,fatigued,,
29.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,720.0,-1.0,neutral,fatigued_016,fatigued,,
30.0,11a749e7,safe,30.0,30.0,40.0,risky,False,750.0,1.0,neutral,fatigued_016,fatigued,,
31.0,951c249d,safe,20.0,20.0,32.5,risky,False,770.0,2.0,neutral,fatigued_016,fatigued,,
32.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,850.0,3.0,neutral,fatigued_016,fatigued,,
33.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,860.0,4.0,neutral,fatigued_016,fatigued,,
34.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,830.0,-1.0,neutral,fatigued_016,fatigued,,
35.0,11a749e7,safe,30.0,30.0,40.0,risky,False,860.0,1.0,neutral,fatigued_016,fatigued,,
36.0,951c249d,risky,-50.0,32.5,32.5,risky,True,810.0,-1.0,neutral,fatigued_016,fatigued,,
37.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,890.0,1.0,neutral,fatigued_016,fatigued,,
38.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,900.0,2.0,neutral,fatigued_016,fatigued,,
39.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,870.0,-1.0,neutral,fatigued_016,fatigued,,
40.0,11a749e7,risky,100.0,40.0,40.0,risky,True,970.0,1.0,neutral,fatigued_016,fatigued,,
41.0,951c249d,safe,20.0,20.0,32.5,risky,False,990.0,2.0,neutral,fatigued_016,fatigued,,
42.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1090.0,3.0,neutral,fatigued_016,fatigued,,
43.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1100.0,4.0,neutral,fatigued_016,fatigued,,
44.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1070.0,-1.0,neutral,fatigued_016,fatigued,,
45.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1100.0,1.0,neutral,fatigued_016,fatigued,,
46.0,951c249d,safe,20.0,20.0,32.5,risky,False,1120.0,2.0,neutral,fatigued_016,fatigued,,
47.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1200.0,3.0,neutral,fatigued_016,fatigued,,
48.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1210.0,4.0,neutral,fatigued_016,fatigued,,
49.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1180.0,-1.0,neutral,fatigued_016,fatigued,,
50.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1210.0,1.0,neutral,fatigued_016,fatigued,,
51.0,951c249d,safe,20.0,20.0,32.5,risky,False,1230.0,2.0,neutral,fatigued_016,fatigued,,
52.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1310.0,3.0,neutral,fatigued_016,fatigued,,
53.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1320.0,4.0,neutral,fatigued_016,fatigued,,
54.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1290.0,-1.0,neutral,fatigued_016,fatigued,,
55.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1320.0,1.0,neutral,fatigued_016,fatigued,,
56.0,951c249d,safe,20.0,20.0,32.5,risky,False,1340.0,2.0,neutral,fatigued_016,fatigued,,
57.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1420.0,3.0,neutral,fatigued_016,fatigued,,
58.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1430.0,4.0,neutral,fatigued_016,fatigued,,
59.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1400.0,-1.0,neutral,fatigued_016,fatigued,,
0.0,11a749e7,risky,100.0,40.0,40.0,risky,True,100.0,1.0,neutral,fatigued_017,fatigued,,
1.0,951c249d,safe,20.0,20.0,32.5,risky,False,120.0,2.0,neutral,fatigued_017,fatigued,,
2.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,200.0,3.0,neutral,fatigued_017,fatigued,,
3.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,210.0,4.0,neutral,fatigued_017,fatigued,,
4.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,180.0,-1.0,neutral,fatigued_017,fatigued,,
5.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,160.0,-2.0,neutral,fatigued_017,fatigued,,
6.0,951c249d,risky,-50.0,32.5,32.5,risky,True,110.0,-3.0,neutral,fatigued_017,fatigued,,
7.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,210.0,1.0,neutral,fatigued_017,fatigued,,
8.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,220.0,2.0,neutral,fatigued_017,fatigued,,
9.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,190.0,-1.0,neutral,fatigued_017,fatigued,,
10.0,11a749e7,safe,30.0,30.0,40.0,risky,False,220.0,1.0,neutral,fatigued_017,fatigued,,
11.0,951c249d,risky,-50.0,32.5,32.5,risky,True,170.0,-1.0,neutral,fatigued_017,fatigued,,
12.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,270.0,1.0,neutral,fatigued_017,fatigued,,
13.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,280.0,2.0,neutral,fatigued_017,fatigued,,
14.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,250.0,-1.0,neutral,fatigued_017,fatigued,,
15.0,11a749e7,safe,30.0,30.0,40.0,risky,False,280.0,1.0,neutral,fatigued_017,fatigued,,
16.0,951c249d,safe,20.0,20.0,32.5,risky,False,300.0,2.0,neutral,fatigued_017,fatigued,,
17.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,380.0,3.0,neutral,fatigued_017,fatigued,,
18.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,390.0,4.0,neutral,fatigued_017,fatigued,,
19.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,360.0,-1.0,neutral,fatigued_017,fatigued,,
20.0,11a749e7,safe,30.0,30.0,40.0,risky,False,390.0,1.0,neutral,fatigued_017,fatigued,,
21.0,951c249d,risky,-50.0,32.5,32.5,risky,True,340.0,-1.0,neutral,fatigued_017,fatigued,,
22.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,420.0,1.0,neutral,fatigued_017,fatigued,,
23.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,430.0,2.0,neutral,fatigued_017,fatigued,,
24.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,400.0,-1.0,neutral,fatigued_017,fatigued,,
25.0,11a749e7,safe,30.0,30.0,40.0,risky,False,430.0,1.0,neutral,fatigued_017,fatigued,,
26.0,951c249d,safe,20.0,20.0,32.5,risky,False,450.0,2.0,neutral,fatigued_017,fatigued,,
27.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,550.0,3.0,neutral,fatigued_017,fatigued,,
28.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,560.0,4.0,neutral,fatigued_017,fatigued,,
29.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,530.0,-1.0,neutral,fatigued_017,fatigued,,
30.0,11a749e7,safe,30.0,30.0,40.0,risky,False,560.0,1.0,neutral,fatigued_017,fatigued,,
31.0,951c249d,safe,20.0,20.0,32.5,risky,False,580.0,2.0,neutral,fatigued_017,fatigued,,
32.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,680.0,3.0,neutral,fatigued_017,fatigued,,
33.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,690.0,4.0,neutral,fatigued_017,fatigued,,
34.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,660.0,-1.0,neutral,fatigued_017,fatigued,,
35.0,11a749e7,safe,30.0,30.0,40.0,risky,False,690.0,1.0,neutral,fatigued_017,fatigued,,
36.0,951c249d,safe,20.0,20.0,32.5,risky,False,710.0,2.0,neutral,fatigued_017,fatigued,,
37.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,790.0,3.0,neutral,fatigued_017,fatigued,,
38.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,800.0,4.0,neutral,fatigued_017,fatigued,,
39.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,770.0,-1.0,neutral,fatigued_017,fatigued,,
40.0,11a749e7,safe,30.0,30.0,40.0,risky,False,800.0,1.0,neutral,fatigued_017,fatigued,,
41.0,951c249d,risky,-50.0,32.5,32.5,risky,True,750.0,-1.0,neutral,fatigued_017,fatigued,,
42.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,830.0,1.0,neutral,fatigued_017,fatigued,,
43.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,840.0,2.0,neutral,fatigued_017,fatigued,,
44.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,810.0,-1.0,neutral,fatigued_017,fatigued,,
45.0,11a749e7,safe,30.0,30.0,40.0,risky,False,840.0,1.0,neutral,fatigued_017,fatigued,,
46.0,951c249d,safe,20.0,20.0,32.5,risky,False,860.0,2.0,neutral,fatigued_017,fatigued,,
47.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,940.0,3.0,neutral,fatigued_017,fatigued,,
48.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,950.0,4.0,neutral,fatigued_017,fatigued,,
